region,zone,woreda,year,mcv1_vaccinated,mcv2_vaccinated,denominator,mcv1_coverage,mcv2_coverage,mcv1_coverage_raw,mcv2_coverage_raw,mcv1_coverage_capped,mcv2_coverage_capped,dropout_raw,dropout_capped,flag_mcv1_gt_100,flag_mcv2_gt_100,flag_mcv2_gt_mcv1,flag_missing_denominator,geo_id,mcv1_coverage_model,mcv2_coverage_model,dropout_model,vaccination_quality_flag,vaccination_anomaly_score
Afar,awsi /zone 1,afambo,2020,660,400,814,0.810810811,0.491400491,0.810810811,0.491400491,0.810810811,0.491400491,0.39393939457474747,0.39393939457474747,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__afambo,0.810810811,0.491400491,0.39393939457474747,ok,0
Afar,awsi /zone 1,afambo,2021,708,539,832,0.850961538,0.647836538,0.850961538,0.647836538,0.850961538,0.647836538,0.23870056510121615,0.23870056510121615,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__afambo,0.850961538,0.647836538,0.23870056510121615,ok,0
Afar,awsi /zone 1,afambo,2022,809,751,849,0.952885748,0.884570082,0.952885748,0.884570082,0.952885748,0.884570082,0.07169344923395796,0.07169344923395796,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__afambo,0.952885748,0.884570082,0.07169344923395796,ok,0
Afar,awsi /zone 1,afambo,2023,832,832,832,1,1,1,1,1,1,0,0,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__afambo,1,1,0,ok,0
Afar,awsi /zone 1,afambo,2024,762,610,884,0.86199095,0.690045249,0.86199095,0.690045249,0.86199095,0.690045249,0.19947506525445546,0.19947506525445546,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__afambo,0.86199095,0.690045249,0.19947506525445546,ok,0
Afar,awsi /zone 1,asayita,2020,1198,1042,1409,0.850248403,0.739531583,0.850248403,0.739531583,0.850248403,0.739531583,0.13021702788190953,0.13021702788190953,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__asayita,0.850248403,0.739531583,0.13021702788190953,ok,0
Afar,awsi /zone 1,asayita,2021,1234,1121,1441,0.856349757,0.777931992,0.856349757,0.777931992,0.856349757,0.777931992,0.09157212267417048,0.09157212267417048,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__asayita,0.856349757,0.777931992,0.09157212267417048,ok,0
Afar,awsi /zone 1,asayita,2022,923.5750364,816.3119491,1409,0.655482638,0.579355535,0.655482638,0.579355535,0.655482638,0.579355535,0.11613900748352075,0.11613900748352075,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__asayita,0.655482638,0.579355535,0.11613900748352075,ok,0
Afar,awsi /zone 1,asayita,2023,1144.582097,1100.840949,1409,0.812336477,0.781292369,0.812336477,0.781292369,0.812336477,0.781292369,0.03821582420458021,0.03821582420458021,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__asayita,0.812336477,0.781292369,0.03821582420458021,ok,0
Afar,awsi /zone 1,asayita,2024,1138.317881,1099.263407,1409,0.807890618,0.780172752,0.807890618,0.780172752,0.807890618,0.780172752,0.03430893413345707,0.03430893413345707,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__asayita,0.807890618,0.780172752,0.03430893413345707,ok,0
Afar,awsi /zone 1,asayita town,2020,521,288,821,0.634591961,0.350791717,0.634591961,0.350791717,0.634591961,0.350791717,0.44721689123319985,0.44721689123319985,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__asayita town,0.634591961,0.350791717,0.44721689123319985,ok,0
Afar,awsi /zone 1,asayita town,2021,413,300,840,0.491666667,0.357142857,0.491666667,0.357142857,0.491666667,0.357142857,0.27360774896704565,0.27360774896704565,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__asayita town,0.491666667,0.357142857,0.27360774896704565,ok,0
Afar,awsi /zone 1,asayita town,2022,281,284,612,0.459150327,0.464052288,0.459150327,0.464052288,0.459150327,0.464052288,-0.010676157048669498,-0.010676157048669498,FALSE,FALSE,TRUE,FALSE,Afar__awsi /zone 1__asayita town,0.459150327,0.459150327,0,mcv2_above_mcv1_adjusted,1
Afar,awsi /zone 1,asayita town,2023,361,265,625,0.5776,0.424,0.5776,0.424,0.5776,0.424,0.2659279778393352,0.2659279778393352,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__asayita town,0.5776,0.424,0.2659279778393352,ok,0
Afar,awsi /zone 1,asayita town,2024,323,227,637,0.507064364,0.356357928,0.507064364,0.356357928,0.507064364,0.356357928,0.2972136215827622,0.2972136215827622,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__asayita town,0.507064364,0.356357928,0.2972136215827622,ok,0
Afar,awsi /zone 1,chifra,2020,2187,1308,3072,0.711914063,0.42578125,0.711914063,0.42578125,0.711914063,0.42578125,0.4019204393775264,0.4019204393775264,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__chifra,0.711914063,0.42578125,0.4019204393775264,ok,0
Afar,awsi /zone 1,chifra,2021,906,722,3139,0.288626951,0.230009557,0.288626951,0.230009557,0.288626951,0.230009557,0.20309050764978637,0.20309050764978637,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__chifra,0.288626951,0.230009557,0.20309050764978637,ok,0
Afar,awsi /zone 1,chifra,2022,2056,1594,3205,0.64149766,0.497347894,0.64149766,0.497347894,0.64149766,0.497347894,0.2247081711880289,0.2247081711880289,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__chifra,0.64149766,0.497347894,0.2247081711880289,ok,0
Afar,awsi /zone 1,chifra,2023,2112,1699,3276,0.644688645,0.518620269,0.644688645,0.518620269,0.644688645,0.518620269,0.1955492422237404,0.1955492422237404,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__chifra,0.644688645,0.518620269,0.1955492422237404,ok,0
Afar,awsi /zone 1,chifra,2024,2348,2100,3337,0.703626011,0.629307761,0.703626011,0.629307761,0.703626011,0.629307761,0.10562180595680115,0.10562180595680115,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__chifra,0.703626011,0.629307761,0.10562180595680115,ok,0
Afar,awsi /zone 1,dubti,2020,858,840.8400876,2231,0.384580905,0.376889327,0.384580905,0.376889327,0.384580905,0.376889327,0.019999895730652507,0.019999895730652507,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__dubti,0.384580905,0.376889327,0.019999895730652507,ok,0
Afar,awsi /zone 1,dubti,2021,1143,704,2337,0.489088575,0.301240907,0.489088575,0.301240907,0.489088575,0.301240907,0.384076990553296,0.384076990553296,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__dubti,0.489088575,0.301240907,0.384076990553296,ok,0
Afar,awsi /zone 1,dubti,2022,1474,794,2302,0.640312772,0.344917463,0.640312772,0.344917463,0.640312772,0.344917463,0.461329715597177,0.461329715597177,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__dubti,0.640312772,0.344917463,0.461329715597177,ok,0
Afar,awsi /zone 1,dubti,2023,1463,1107,2354,0.621495327,0.470263381,0.621495327,0.470263381,0.621495327,0.470263381,0.24333561240115328,0.24333561240115328,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__dubti,0.621495327,0.470263381,0.24333561240115328,ok,0
Afar,awsi /zone 1,dubti,2024,1545,1169,2397,0.644555695,0.48769295,0.644555695,0.48769295,0.644555695,0.48769295,0.24336569549664747,0.24336569549664747,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__dubti,0.644555695,0.48769295,0.24336569549664747,ok,0
Afar,awsi /zone 1,elidar,2020,1140.730741,1896,2569,0.444036879,0.738030362,0.444036879,0.738030362,0.444036879,0.738030362,-0.6620924902951587,-0.6620924902951587,FALSE,FALSE,TRUE,FALSE,Afar__awsi /zone 1__elidar,0.444036879,0.444036879,0,mcv2_above_mcv1_adjusted,1
Afar,awsi /zone 1,elidar,2021,2077,1848,2690,0.772118959,0.686988848,0.772118959,0.686988848,0.772118959,0.686988848,0.11025517507076264,0.11025517507076264,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__elidar,0.772118959,0.686988848,0.11025517507076264,ok,0
Afar,awsi /zone 1,elidar,2022,1456,1841,2751,0.529262087,0.669211196,0.529262087,0.669211196,0.529262087,0.669211196,-0.2644230758966115,-0.2644230758966115,FALSE,FALSE,TRUE,FALSE,Afar__awsi /zone 1__elidar,0.529262087,0.529262087,0,mcv2_above_mcv1_adjusted,1
Afar,awsi /zone 1,elidar,2023,2450,1529.955299,2812,0.871266003,0.544080832,0.871266003,0.544080832,0.871266003,0.544080832,0.3755284492605182,0.3755284492605182,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__elidar,0.871266003,0.544080832,0.3755284492605182,ok,0
Afar,awsi /zone 1,elidar,2024,1571.008488,2326,2812,0.558680117,0.827169275,0.558680117,0.827169275,0.558680117,0.827169275,-0.480577614685364,-0.480577614685364,FALSE,FALSE,TRUE,FALSE,Afar__awsi /zone 1__elidar,0.558680117,0.558680117,0,mcv2_above_mcv1_adjusted,1
Afar,awsi /zone 1,kori,2020,888,476,1637,0.542455712,0.290775809,0.542455712,0.290775809,0.542455712,0.290775809,0.46396396504347254,0.46396396504347254,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__kori,0.542455712,0.290775809,0.46396396504347254,ok,0
Afar,awsi /zone 1,kori,2021,585,218,1672,0.349880383,0.130382775,0.349880383,0.130382775,0.349880383,0.130382775,0.6273504279318226,0.6273504279318226,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__kori,0.349880383,0.130382775,0.6273504279318226,ok,0
Afar,awsi /zone 1,kori,2022,1427,1188,1708,0.835480094,0.695550351,0.835480094,0.695550351,0.835480094,0.695550351,0.16748423332273915,0.16748423332273915,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__kori,0.835480094,0.695550351,0.16748423332273915,ok,0
Afar,awsi /zone 1,kori,2023,1026,1005,1746,0.587628866,0.575601375,0.587628866,0.575601375,0.587628866,0.575601375,0.020467835560685342,0.020467835560685342,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__kori,0.587628866,0.575601375,0.020467835560685342,ok,0
Afar,awsi /zone 1,kori,2024,1184,1038,1778,0.66591676,0.583802025,0.66591676,0.583802025,0.66591676,0.583802025,0.12331080989762143,0.12331080989762143,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__kori,0.66591676,0.583802025,0.12331080989762143,ok,0
Afar,awsi /zone 1,mile,2020,1633,963,3129,0.521891978,0.307766059,0.521891978,0.307766059,0.521891978,0.307766059,0.41028781438752066,0.41028781438752066,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__mile,0.521891978,0.307766059,0.41028781438752066,ok,0
Afar,awsi /zone 1,mile,2021,1262,873,3197,0.394745074,0.273068502,0.394745074,0.273068502,0.394745074,0.273068502,0.30824088763676377,0.30824088763676377,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__mile,0.394745074,0.273068502,0.30824088763676377,ok,0
Afar,awsi /zone 1,mile,2022,2926,1679,3265,0.896171516,0.51424196,0.896171516,0.51424196,0.896171516,0.51424196,0.42617908422789014,0.42617908422789014,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__mile,0.896171516,0.51424196,0.42617908422789014,ok,0
Afar,awsi /zone 1,mile,2023,3321,2714,3338,0.99490713,0.813061714,0.99490713,0.813061714,0.99490713,0.813061714,0.18277627179131778,0.18277627179131778,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__mile,0.99490713,0.813061714,0.18277627179131778,ok,0
Afar,awsi /zone 1,mile,2024,3137,2649,3400,0.922647059,0.779117647,0.922647059,0.779117647,0.922647059,0.779117647,0.15556263968972345,0.15556263968972345,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__mile,0.922647059,0.779117647,0.15556263968972345,ok,0
Afar,awsi /zone 1,samera logiya town,2020,816.9974746,829,1119,0.730113918,0.740840036,0.730113918,0.740840036,0.730113918,0.740840036,-0.014691019764945785,-0.014691019764945785,FALSE,FALSE,TRUE,FALSE,Afar__awsi /zone 1__samera logiya town,0.730113918,0.730113918,0,mcv2_above_mcv1_adjusted,1
Afar,awsi /zone 1,samera logiya town,2021,814.5217085,937,1119,0.727901437,0.837354781,0.727901437,0.837354781,0.727901437,0.837354781,-0.1503683581819884,-0.1503683581819884,FALSE,FALSE,TRUE,FALSE,Afar__awsi /zone 1__samera logiya town,0.727901437,0.727901437,0,mcv2_above_mcv1_adjusted,1
Afar,awsi /zone 1,samera logiya town,2022,858.8433397,1061,1161,0.739744479,0.913867356,0.739744479,0.913867356,0.739744479,0.913867356,-0.2353824623813111,-0.2353824623813111,FALSE,FALSE,TRUE,FALSE,Afar__awsi /zone 1__samera logiya town,0.739744479,0.739744479,0,mcv2_above_mcv1_adjusted,1
Afar,awsi /zone 1,samera logiya town,2023,1105.086025,1056.967802,1192,0.927085592,0.886717955,0.927085592,0.886717955,0.927085592,0.886717955,0.04354251360213137,0.04354251360213137,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__samera logiya town,0.927085592,0.886717955,0.04354251360213137,ok,0
Afar,awsi /zone 1,samera logiya town,2024,1095.917756,1051.589281,1192,0.919394091,0.882205772,0.919394091,0.882205772,0.919394091,0.882205772,0.04044872526812875,0.04044872526812875,FALSE,FALSE,FALSE,FALSE,Afar__awsi /zone 1__samera logiya town,0.919394091,0.882205772,0.04044872526812875,ok,0
Afar,fanti /zone 4,euwa,2020,2322,1810,2813,0.825453253,0.643441166,0.825453253,0.643441166,0.825453253,0.643441166,0.22049956958616532,0.22049956958616532,FALSE,FALSE,FALSE,FALSE,Afar__fanti /zone 4__euwa,0.825453253,0.643441166,0.22049956958616532,ok,0
Afar,fanti /zone 4,euwa,2021,953,552,2876,0.331363004,0.191933241,0.331363004,0.191933241,0.331363004,0.191933241,0.4207764938055668,0.4207764938055668,FALSE,FALSE,FALSE,FALSE,Afar__fanti /zone 4__euwa,0.331363004,0.191933241,0.4207764938055668,ok,0
Afar,fanti /zone 4,euwa,2022,2234,1786,2935,0.761158433,0.608517888,0.761158433,0.608517888,0.761158433,0.608517888,0.20053715282163867,0.20053715282163867,FALSE,FALSE,FALSE,FALSE,Afar__fanti /zone 4__euwa,0.761158433,0.608517888,0.20053715282163867,ok,0
Afar,fanti /zone 4,euwa,2023,2582,2255,3000,0.860666667,0.751666667,0.860666667,0.751666667,0.860666667,0.751666667,0.12664601079525725,0.12664601079525725,FALSE,FALSE,FALSE,FALSE,Afar__fanti /zone 4__euwa,0.860666667,0.751666667,0.12664601079525725,ok,0
Afar,fanti /zone 4,euwa,2024,2791,2472,3056,0.91328534,0.808900524,0.91328534,0.808900524,0.91328534,0.808900524,0.11429595048574845,0.11429595048574845,FALSE,FALSE,FALSE,FALSE,Afar__fanti /zone 4__euwa,0.91328534,0.808900524,0.11429595048574845,ok,0
Afar,fanti /zone 4,gulina,2020,1371,789,1680,0.816071429,0.469642857,0.816071429,0.469642857,0.816071429,0.469642857,0.4245076591206086,0.4245076591206086,FALSE,FALSE,FALSE,FALSE,Afar__fanti /zone 4__gulina,0.816071429,0.469642857,0.4245076591206086,ok,0
Afar,fanti /zone 4,gulina,2021,486,377,1716,0.283216783,0.21969697,0.283216783,0.21969697,0.283216783,0.21969697,0.22427983372722665,0.22427983372722665,FALSE,FALSE,FALSE,FALSE,Afar__fanti /zone 4__gulina,0.283216783,0.21969697,0.22427983372722665,ok,0
Afar,fanti /zone 4,gulina,2022,1385,1083,1425,0.971929825,0.76,0.971929825,0.76,0.971929825,0.76,0.21805054186911077,0.21805054186911077,FALSE,FALSE,FALSE,FALSE,Afar__fanti /zone 4__gulina,0.971929825,0.76,0.21805054186911077,ok,0
Afar,fanti /zone 4,gulina,2023,1194.424824,1183,1716,0.696051762,0.689393939,0.696051762,0.689393939,0.696051762,0.689393939,0.009565126278640111,0.009565126278640111,FALSE,FALSE,FALSE,FALSE,Afar__fanti /zone 4__gulina,0.696051762,0.689393939,0.009565126278640111,ok,0
Afar,fanti /zone 4,gulina,2024,1144.004791,1362,1425,0.80281038,0.955789474,0.80281038,0.955789474,0.80281038,0.955789474,-0.19055445446532465,-0.19055445446532465,FALSE,FALSE,TRUE,FALSE,Afar__fanti /zone 4__gulina,0.80281038,0.80281038,0,mcv2_above_mcv1_adjusted,1
Afar,fanti /zone 4,teru,2020,1321,1465,1601,0.825109307,0.915053092,0.825109307,0.915053092,0.825109307,0.915053092,-0.10900832682038818,-0.10900832682038818,FALSE,FALSE,TRUE,FALSE,Afar__fanti /zone 4__teru,0.825109307,0.825109307,0,mcv2_above_mcv1_adjusted,1
Afar,fanti /zone 4,teru,2021,789,396,1636,0.482273839,0.24205379,0.482273839,0.24205379,0.482273839,0.24205379,0.4980988591421398,0.4980988591421398,FALSE,FALSE,FALSE,FALSE,Afar__fanti /zone 4__teru,0.482273839,0.24205379,0.4980988591421398,ok,0
